iter	Passed	Remaining
1282	8565	24816
1283	8572	24809
1284	8578	24800
1285	8584	24791
1286	8592	24788
1287	8599	24784
1288	8606	24779
1289	8613	24771
1290	8619	24764
1291	8626	24757
1292	8633	24751
1293	8640	24745
1294	8650	24748
1295	8663	24759
1296	8674	24764
1297	8681	24760
1298	8687	24751
1299	8693	24744
1300	8701	24740
1301	8707	24731
1302	8713	24723
1303	8719	24713
1304	8724	24703
1305	8731	24696
1306	8737	24688
1307	8743	24678
1308	8749	24671
1309	8754	24660
1310	8761	24653
1311	8766	24643
1312	8772	24634
1313	8777	24623
1314	8783	24614
1315	8789	24606
1316	8797	24601
1317	8802	24590
1318	8806	24578
1319	8813	24571
1320	8818	24560
1321	8824	24549
1322	8829	24540
1323	8834	24529
1324	8840	24520
1325	8846	24512
1326	8852	24502
1327	8858	24495
1328	8865	24487
1329	8871	24480
1330	8877	24471
1331	8882	24460
1332	8887	24449
1333	8893	24440
1334	8898	24430
1335	8903	24419
1336	8910	24411
1337	8916	24403
1338	8922	24394
1339	8929	24389
1340	8935	24380
1341	8940	24370
1342	8946	24362
1343	8951	24350
1344	8957	24342
1345	8963	24333
1346	8970	24326
1347	8976	24319
1348	8982	24309
1349	8988	24302
1350	8993	24291
1351	8998	24281
1352	9005	24274
1353	9011	24265
1354	9016	24255
1355	9023	24247
1356	9027	24236
1357	9034	24228
1358	9039	24219
1359	9046	24212
1360	9053	24208
1361	9059	24198
1362	9065	24190
1363	9072	24185
1364	9078	24176
1365	9085	24169
1366	9091	24161
1367	9097	24153
1368	9103	24144
1369	9109	24136
1370	9114	24126
1371	9121	24119
1372	9126	24109
1373	9133	24102
1374	9139	24094
1375	9144	24084
1376	9150	24076
1377	9157	24069
1378	9162	24058
1379	9168	24049
1380	9174	24041
1381	9182	24038
1382	9189	24032
1383	9194	24022
1384	9199	24012
1385	9204	24000
1386	9209	23989
1387	9215	23980
1388	9220	23969
1389	9224	23956
1390	9228	23944
1391	9235	23937
1392	9240	23928
1393	9246	23919
1394	9251	23907
1395	9256	23896
1396	9261	23885
1397	9266	23876
1398	9272	23867
1399	9284	23873
1400	9293	23874
1401	9301	23870
1402	9308	23866
1403	9315	23860
1404	9320	23848
1405	9325	23838
1406	9331	23829
1407	9335	23815
1408	9340	23805
1409	9346	23797
1410	9351	23786
1411	9356	23776
1412	9361	23765
1413	9367	23755
1414	9371	23742
1415	9376	23732
1416	9381	23720
1417	9385	23708
1418	9390	23697
1419	9395	23686
1420	9400	23677
1421	9406	23668
1422	9415	23667
1423	9434	23693
1424	9452	23714
1425	9462	23716
1426	9471	23715
1427	9492	23744
1428	9502	23747
1429	9512	23747
1430	9519	23742
1431	9528	23742
1432	9536	23737
1433	9555	23761
1434	9728	24169
1435	9736	24164
1436	9758	24194
1437	9772	24207
1438	9788	24223
1439	9794	24213
1440	9800	24205
1441	9807	24199
1442	9815	24196
1443	9830	24207
1444	9838	24205
1445	9844	24196
1446	9850	24186
1447	9855	24176
1448	9861	24166
1449	9866	24157
1450	9872	24147
1451	9877	24135
1452	9882	24125
1453	9887	24114
1454	9893	24103
1455	9899	24095
1456	9904	24084
1457	9909	24073
1458	9915	24064
1459	9921	24056
1460	9925	24043
1461	9931	24034
1462	9937	24024
1463	9941	24012
1464	9948	24005
1465	9954	23997
1466	9959	23986
1467	9965	23976
1468	9970	23965
1469	9974	23951
1470	9979	23941
1471	9986	23934
1472	9991	23923
1473	9997	23916
1474	10002	23903
1475	10006	23890
1476	10012	23881
1477	10017	23871
1478	10022	23860
1479	10029	23853
1480	10036	23846
1481	10040	23834
1482	10045	23824
1483	10052	23816
1484	10058	23808
1485	10064	23799
1486	10069	23788
1487	10074	23778
1488	10079	23767
1489	10084	23756
1490	10089	23745
1491	10094	23735
1492	10099	23723
1493	10104	23712
1494	10109	23701
1495	10114	23689
1496	10119	23678
1497	10124	23669
1498	10130	23661
1499	10135	23650
1500	10141	23640
1501	10145	23628
1502	10150	23615
1503	10155	23606
1504	10161	23597
1505	10166	23587
1506	10171	23577
1507	10176	23565
1508	10181	23554
1509	10187	23545
1510	10193	23537
1511	10197	23525
1512	10202	23514
1513	10208	23504
1514	10213	23495
1515	10219	23487
1516	10225	23477
1517	10230	23465
1518	10235	23456
1519	10240	23444
1520	10245	23434
1521	10250	23423
1522	10255	23413
1523	10261	23403
1524	10265	23392
1525	10270	23380
1526	10275	23370
1527	10280	23359
1528	10284	23347
1529	10290	23338
1530	10295	23327
1531	10299	23315
1532	10305	23306
1533	10311	23297
1534	10315	23286
1535	10321	23276
1536	10326	23266
1537	10330	23254
1538	10335	23243
1539	10342	23236
1540	10354	23241
1541	10367	23249
1542	10375	23245
1543	10381	23238
1544	10387	23230
1545	10393	23221
1546	10397	23208
1547	10402	23198
1548	10408	23188
1549	10412	23177
1550	10418	23167
1551	10423	23158
1552	10428	23146
1553	10432	23134
1554	10437	23124
1555	10442	23113
1556	10447	23103
1557	10452	23092
1558	10457	23081
1559	10461	23069
1560	10466	23058
1561	10472	23049
1562	10476	23037
1563	10481	23027
1564	10487	23018
1565	10491	23006
1566	10495	22994
1567	10499	22981
1568	10504	22971
1569	10508	22958
1570	10513	22947
1571	10520	22940
1572	10525	22931
1573	10530	22920
1574	10536	22913
1575	10543	22907
1576	10549	22897
1577	10555	22889
1578	10560	22879
1579	10565	22870
1580	10571	22860
1581	10575	22849
1582	10580	22839
1583	10585	22829
1584	10590	22818
1585	10595	22808
1586	10601	22800
1587	10606	22788
1588	10611	22778
1589	10621	22779
1590	10634	22786
1591	10642	22781
1592	10649	22776
1593	10656	22770
1594	10668	22774
1595	10678	22775
1596	10694	22788
1597	10713	22807
1598	10792	22955
1599	10801	22952
1600	10807	22945
1601	10814	22938
1602	10821	22931
1603	10829	22928
1604	10835	22919
1605	10840	22909
1606	10846	22901
1607	10852	22892
1608	10859	22885
1609	10865	22877
1610	10870	22868
1611	10876	22859
1612	10882	22850
1613	10888	22843
1614	10896	22839
1615	10905	22835
1616	10916	22837
1617	10928	22843
1618	10936	22838
1619	10944	22834
1620	10949	22823
1621	10954	22813
1622	10959	22803
1623	10964	22793
1624	10970	22784
1625	10974	22771
1626	10979	22761
1627	10983	22750
1628	10988	22739
1629	10994	22730
1630	11001	22723
1631	11006	22713
1632	11011	22704
1633	11016	22694
1634	11022	22684
1635	11027	22675
1636	11032	22665
1637	11037	22654
1638	11042	22644
1639	11048	22635
1640	11054	22628
1641	11060	22618
1642	11065	22608
1643	11072	22602
1644	11076	22590
1645	11081	22580
1646	11087	22571
1647	11091	22560
1648	11096	22549
1649	11103	22543
1650	11109	22536
1651	11117	22531
1652	11125	22526
1653	11131	22517
1654	11136	22508
1655	11141	22498
1656	11148	22491
1657	11152	22479
1658	11157	22469
1659	11164	22462
1660	11169	22453
1661	11174	22442
1662	11179	22432
1663	11183	22421
1664	11187	22409
1665	11192	22399
1666	11198	22389
1667	11203	22380
1668	11209	22371
1669	11214	22362
1670	11220	22354
1671	11227	22346
1672	11232	22337
